label,network,n,k,pr,m,gamma,rep,fitness,p1,p2,tau,burn_per_node,measure_per_node
BA m=5,ba,500,,,5,0.22999999999999998,1,2.4869999999999997e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.22999999999999998,2,2.2685e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.255,0,2.627e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.255,1,1.8245e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.255,2,2.35e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.27999999999999997,0,2.0524999999999997e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.27999999999999997,1,1.992e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.27999999999999997,2,2.301e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.305,0,1.9915e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.305,1,1.7505000000000003e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.305,2,2.4605000000000002e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.32999999999999996,0,1.8415e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.32999999999999996,1,1.9695e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.32999999999999996,2,2.1865e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.355,0,1.842e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.355,1,1.4315e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.355,2,1.6825e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.38,0,1.3935000000000001e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.38,1,1.4819999999999999e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.38,2,1.473e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.40499999999999997,0,1.0285e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.40499999999999997,1,1.0085000000000001e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.40499999999999997,2,1.0645e-05,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.43,0,6.115e-06,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.43,1,4.705e-06,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.43,2,5.935e-06,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.45499999999999996,0,4.5e-06,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.45499999999999996,1,5.68e-06,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.45499999999999996,2,1.675e-06,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.48,0,1.6300000000000003e-06,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.48,1,6.599999999999998e-07,0.095,0.745,0.05,100,100
BA m=5,ba,500,,,5,0.48,2,-7.5e-07,0.095,0.745,0.05,100,100
"BA m=5, N=500",ba,500,,,5,0.05,0,-3.445e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.05,1,6.085e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.05,2,2.53e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.11538461538461539,0,2.163e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.11538461538461539,1,2.1655000000000002e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.11538461538461539,2,2.4765e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.1807692307692308,0,3.2185e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.1807692307692308,1,2.7655e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.1807692307692308,2,3.0075e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.24615384615384617,0,3.2605e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.24615384615384617,1,3.4015e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.24615384615384617,2,3.0944999999999996e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.31153846153846154,0,2.8915e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.31153846153846154,1,3.0105e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.31153846153846154,2,2.8785000000000003e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.3769230769230769,0,2.7295e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.3769230769230769,1,3.0475000000000002e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.3769230769230769,2,2.8825e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.44230769230769235,0,2.76e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.44230769230769235,1,2.113e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.44230769230769235,2,2.5075e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.5076923076923078,0,1.875e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.5076923076923078,1,1.999e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.5076923076923078,2,1.7905e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.5730769230769232,0,1.0909999999999999e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.5730769230769232,1,8.995000000000001e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.5730769230769232,2,5.81e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.6384615384615385,0,-1.5750000000000002e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.6384615384615385,1,2.075e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.6384615384615385,2,1.6849999999999997e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.7038461538461539,0,-9.315000000000001e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.7038461538461539,1,-9.325e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.7038461538461539,2,-9.1e-06,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.7692307692307693,0,-1.9305e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.7692307692307693,1,-1.828e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.7692307692307693,2,-2.3065e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.8346153846153848,0,-2.9585000000000002e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.8346153846153848,1,-3.005e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.8346153846153848,2,-2.9999999999999997e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.9,0,-4.32e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.9,1,-4.0335e-05,0.095,0.745,0.03,100,100
"BA m=5, N=500",ba,500,,,5,0.9,2,-4.1989999999999996e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.05,0,1.4525e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.05,1,2.2525e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.05,2,4.1124999999999993e-07,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.11538461538461539,0,9.75375e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.11538461538461539,1,9.245e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.11538461538461539,2,1.07275e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.1807692307692308,0,1.5721249999999998e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.1807692307692308,1,1.363125e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.1807692307692308,2,1.407375e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.24615384615384617,0,1.8125e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.24615384615384617,1,1.477375e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.24615384615384617,2,1.692625e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.31153846153846154,0,1.6287500000000003e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.31153846153846154,1,1.6767499999999998e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.31153846153846154,2,1.571625e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.3769230769230769,0,1.411e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.3769230769230769,1,1.3089999999999998e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.3769230769230769,2,1.364875e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.44230769230769235,0,1.115625e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.44230769230769235,1,1.1015e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.44230769230769235,2,1.3115e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.5076923076923078,0,8.177500000000001e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.5076923076923078,1,7.5550000000000005e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.5076923076923078,2,9.021250000000001e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.5730769230769232,0,3.49375e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.5730769230769232,1,5.1212499999999995e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.5730769230769232,2,4.41625e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.6384615384615385,0,-2.1249999999999998e-07,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.6384615384615385,1,1.0874999999999996e-07,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.6384615384615385,2,-7.375000000000004e-08,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.7038461538461539,0,-5.0825e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.7038461538461539,1,-4.35125e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.7038461538461539,2,-4.44e-06,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.7692307692307693,0,-1.03375e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.7692307692307693,1,-1.066875e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.7692307692307693,2,-1.0151249999999999e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.8346153846153848,0,-1.5511249999999998e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.8346153846153848,1,-1.7108749999999998e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.8346153846153848,2,-1.644375e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.9,0,-2.2285e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.9,1,-2.096375e-05,0.095,0.745,0.03,100,100
"BA m=5, N=1000",ba,1000,,,5,0.9,2,-2.08725e-05,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.05,0,5.034375e-07,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.05,1,1.2478125e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.05,2,6.734375000000001e-07,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.11538461538461539,0,4.656875e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.11538461538461539,1,4.944687499999999e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.11538461538461539,2,5.0134375e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.1807692307692308,0,7.7165625e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.1807692307692308,1,7.2753125000000005e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.1807692307692308,2,7.6046875e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.24615384615384617,0,8.4315625e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.24615384615384617,1,8.381875e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.24615384615384617,2,7.889062500000001e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.31153846153846154,0,8.126875e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.31153846153846154,1,8.836875e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.31153846153846154,2,8.239375e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.3769230769230769,0,7.1925e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.3769230769230769,1,7.3231249999999994e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.3769230769230769,2,7.235312499999999e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.44230769230769235,0,5.501562500000001e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.44230769230769235,1,6.103125e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.44230769230769235,2,6.54e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.5076923076923078,0,3.7159374999999995e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.5076923076923078,1,4.415625000000001e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.5076923076923078,2,4.299375e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.5730769230769232,0,2.25e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.5730769230769232,1,2.5459375e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.5730769230769232,2,2.2303125e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.6384615384615385,0,-9.531250000000003e-08,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.6384615384615385,1,6.78125e-08,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.6384615384615385,2,6.812500000000001e-08,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.7038461538461539,0,-2.461875e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.7038461538461539,1,-2.6159375e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.7038461538461539,2,-2.2509375e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.7692307692307693,0,-5.1159375000000005e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.7692307692307693,1,-4.909375e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.7692307692307693,2,-5.100625e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.8346153846153848,0,-8.03e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.8346153846153848,1,-7.910625e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.8346153846153848,2,-7.8190625e-06,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.9,0,-1.04653125e-05,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.9,1,-1.084875e-05,0.095,0.745,0.03,100,100
"BA m=5, N=2000",ba,2000,,,5,0.9,2,-1.05940625e-05,0.095,0.745,0.03,100,100
